gene_id	gene_type	gene_name
ENSG00000255629	antisense	AC025576.1
ENSG00000277895	antisense	AC135279.3
ENSG00000256199	antisense	AC078962.2
ENSG00000256670	antisense	AC078962.4
ENSG00000256314	antisense	AC078962.3
ENSG00000280320	TEC	AC025262.3
ENSG00000280181	TEC	AC025262.2
ENSG00000215159	antisense	AC025262.1
ENSG00000255693	lincRNA	LINC02389
ENSG00000248995	lincRNA	LINC02231
ENSG00000198671	antisense	AC135895.1
ENSG00000250748	lincRNA	AC025419.1
ENSG00000255866	lincRNA	AC090023.1
ENSG00000256268	lincRNA	LINC02454
ENSG00000256915	lincRNA	AC090023.2
ENSG00000197301	antisense	AC090673.1
ENSG00000256083	antisense	AC090673.2
ENSG00000256259	lincRNA	LINC02425
ENSG00000239335	antisense	LLPH-DT
ENSG00000256072	antisense	AC078889.1
ENSG00000257083	lincRNA	AC073530.1
ENSG00000279310	TEC	AC073530.2
ENSG00000256172	lincRNA	LINC02420
ENSG00000203585	lincRNA	LINC02408
ENSG00000256077	lincRNA	LINC02442
ENSG00000235872	antisense	AC078777.1
ENSG00000255970	lincRNA	LINC02421
ENSG00000279505	TEC	AC022513.1
ENSG00000255772	lincRNA	LINC01479
ENSG00000255733	antisense	IFNG-AS1
ENSG00000251301	lincRNA	LINC02384
ENSG00000256273	lincRNA	AC022511.1
ENSG00000273824	lincRNA	AC008033.3
ENSG00000247363	lincRNA	AC090061.1
ENSG00000256325	antisense	AC025423.1
ENSG00000257181	antisense	AC025423.4
ENSG00000258140	lincRNA	AC127894.1
ENSG00000274979	lincRNA	AC020656.2
ENSG00000257764	antisense	AC020656.1
ENSG00000257507	lincRNA	LINC02373
ENSG00000279551	TEC	AC025263.3
ENSG00000247131	antisense	AC025263.1
ENSG00000257815	antisense	LINC01481
ENSG00000257241	antisense	AC078922.1
ENSG00000257139	lincRNA	AC084032.1
ENSG00000257613	lincRNA	LINC01481
ENSG00000279530	TEC	AC092881.1
ENSG00000258168	antisense	AC025569.1
ENSG00000277247	antisense	AC083809.1
ENSG00000257265	lincRNA	AC123905.1
ENSG00000257454	lincRNA	AC025575.1
ENSG00000258053	lincRNA	AC025575.2
ENSG00000257761	antisense	AC078860.1
ENSG00000257515	lincRNA	AC011601.1
ENSG00000257410	lincRNA	AC089984.1
ENSG00000258115	antisense	AC090109.1
ENSG00000236333	processed_transcript	TRHDE-AS1
ENSG00000258235	lincRNA	AC133480.1
ENSG00000258294	processed_transcript	AC090503.2
ENSG00000258123	lincRNA	LINC02444
ENSG00000257682	lincRNA	AC090503.1
ENSG00000257750	lincRNA	LINC02445
ENSG00000257587	lincRNA	AC136188.1
ENSG00000258332	lincRNA	LINC02394
ENSG00000251138	lincRNA	AC090502.1
ENSG00000257183	lincRNA	AC090502.3
ENSG00000257386	antisense	AC025257.1
ENSG00000257434	antisense	AC073525.1
ENSG00000254451	antisense	AC091534.1
ENSG00000257497	antisense	AC121761.1
ENSG00000258077	lincRNA	AC078923.1
ENSG00000258088	lincRNA	AC078820.1
ENSG00000257329	lincRNA	AC011611.2
ENSG00000257453	antisense	AC011611.3
ENSG00000257839	antisense	AC011611.4
ENSG00000257219	lincRNA	LINC02407
ENSG00000257526	lincRNA	AC107032.2
ENSG00000257910	antisense	AC124784.1
ENSG00000257677	lincRNA	LINC02464
ENSG00000257835	lincRNA	AC073591.1
ENSG00000258066	lincRNA	AC138331.1
ENSG00000258225	antisense	AC073571.1
ENSG00000258220	lincRNA	LINC02424
ENSG00000258084	lincRNA	AC128707.1
ENSG00000257879	lincRNA	AC130415.1
ENSG00000257165	lincRNA	AC079362.1
ENSG00000257948	lincRNA	AC068993.2
ENSG00000257191	antisense	AC090709.1
ENSG00000257894	lincRNA	AC027288.3
ENSG00000257474	lincRNA	AC027288.1
ENSG00000258048	lincRNA	AC073569.2
ENSG00000258044	antisense	AC073569.1
ENSG00000257557	bidirectional_promoter_lncRNA	PPP1R12A-AS1
ENSG00000257429	antisense	AC074031.1
ENSG00000257741	lincRNA	LINC01490
ENSG00000258026	antisense	AC078955.1
ENSG00000257467	lincRNA	PPFIA2-AS1
ENSG00000258162	antisense	AC069228.1
ENSG00000257747	lincRNA	LINC02426
ENSG00000258170	lincRNA	AC089998.4
ENSG00000257837	lincRNA	AC089998.2
ENSG00000257431	lincRNA	AC089998.1
ENSG00000258338	lincRNA	AC090680.1
ENSG00000257124	lincRNA	AC093025.1
ENSG00000285191	lincRNA	AC090679.2
ENSG00000257729	lincRNA	AC090679.1
ENSG00000258815	lincRNA	AC131532.1
ENSG00000258178	lincRNA	AC016993.1
ENSG00000258185	lincRNA	AC010196.1
ENSG00000280049	TEC	AC079597.1
ENSG00000257912	lincRNA	LINC02258
ENSG00000257940	lincRNA	AC079598.1
ENSG00000281333	antisense	AC024941.2
ENSG00000278011	lincRNA	AC024941.1
ENSG00000246363	lincRNA	LINC02458
ENSG00000257156	lincRNA	AC024909.1
ENSG00000274021	antisense	AC024909.2
ENSG00000271327	lincRNA	AC010201.2
ENSG00000271259	lincRNA	AC010201.1
ENSG00000270344	antisense	POC1B-AS1
ENSG00000279939	TEC	AC025034.2
ENSG00000258302	antisense	AC025034.1
ENSG00000271614	lincRNA	ATP2B1-AS1
ENSG00000258216	lincRNA	AC084200.1
ENSG00000257725	lincRNA	LINC02399
ENSG00000257194	lincRNA	AC126178.1
ENSG00000258183	lincRNA	LINC02392
ENSG00000257995	lincRNA	AC084365.1
ENSG00000257787	lincRNA	AC112481.1
ENSG00000196243	lincRNA	LINC00615
ENSG00000258100	lincRNA	AC025035.1
ENSG00000277738	lincRNA	AC126175.1
ENSG00000258125	lincRNA	AC025254.1
ENSG00000257893	lincRNA	LINC02404
ENSG00000257863	lincRNA	AC090049.1
ENSG00000257242	processed_transcript	LINC01619
ENSG00000245904	antisense	AC025164.1
ENSG00000277851	lincRNA	LINC02391
ENSG00000257127	processed_transcript	CLLU1
ENSG00000266923	antisense	AC063949.2
ENSG00000205056	lincRNA	LINC02397
ENSG00000257345	lincRNA	LINC02413
ENSG00000257322	antisense	AC138123.1
ENSG00000257746	lincRNA	AC138123.2
ENSG00000258171	lincRNA	LINC02412
ENSG00000257252	antisense	AC124947.1
ENSG00000246985	processed_transcript	SOCS2-AS1
ENSG00000258274	antisense	AC012085.2
ENSG00000257283	antisense	AC012464.1
ENSG00000271382	lincRNA	AC012464.3
ENSG00000258035	antisense	AC123567.2
ENSG00000258172	antisense	AC073655.1
ENSG00000258365	antisense	AC073655.2
ENSG00000278916	lincRNA	CEP83-DT
ENSG00000257400	lincRNA	AC023161.1
ENSG00000258313	lincRNA	AC084879.2
ENSG00000258343	antisense	AC090001.1
ENSG00000258292	lincRNA	LINC02410
ENSG00000257878	antisense	AC007298.2
ENSG00000257715	antisense	AC007298.1
ENSG00000283422	lincRNA	LINC02452
ENSG00000258177	antisense	AC008149.1
ENSG00000258272	lincRNA	AC007513.1
ENSG00000258131	lincRNA	AC007656.1
ENSG00000257470	lincRNA	AC013417.1
ENSG00000279190	TEC	AC007656.2
ENSG00000257920	lincRNA	LINC02409
ENSG00000255794	processed_transcript	RMST
ENSG00000279798	TEC	AC018659.2
ENSG00000258312	lincRNA	AC016152.1
ENSG00000245017	lincRNA	LINC02453
ENSG00000257167	antisense	TMPO-AS1
ENSG00000257458	antisense	AC069437.1
ENSG00000258039	antisense	AC117377.1
ENSG00000279148	TEC	AC126474.1
ENSG00000280088	TEC	AC126474.2
ENSG00000257696	antisense	AC010203.2
ENSG00000257325	antisense	AC138360.1
ENSG00000258007	antisense	AC063947.1
ENSG00000257543	lincRNA	AC063948.1
ENSG00000257514	antisense	AC117505.1
ENSG00000274560	lincRNA	AC010205.1
ENSG00000257202	antisense	AC084398.2
ENSG00000258308	lincRNA	AC079907.2
ENSG00000257222	antisense	AC079907.1
ENSG00000281344	macro_lncRNA	HELLPAR
ENSG00000283052	lincRNA	LINC02456
ENSG00000258169	lincRNA	LINC00485
ENSG00000257703	lincRNA	AC068643.1
ENSG00000257860	lincRNA	AC068643.2
ENSG00000257762	lincRNA	LINC02401
ENSG00000257737	antisense	AC025265.2
ENSG00000257766	antisense	AC025265.3
ENSG00000257681	antisense	AC025265.1
ENSG00000257754	antisense	AC012555.2
ENSG00000257327	lincRNA	AC012555.1
ENSG00000257193	lincRNA	LINC02385
ENSG00000257732	antisense	AC089983.1
ENSG00000279176	TEC	AC079316.2
ENSG00000257999	antisense	AC016257.1
ENSG00000257642	antisense	KCCAT198
ENSG00000257859	lincRNA	CASC18
ENSG00000257890	lincRNA	AC011595.2
ENSG00000257438	antisense	AC011595.1
ENSG00000277715	antisense	AC079174.2
ENSG00000257545	antisense	AC079385.1
ENSG00000257711	antisense	AC079385.2
ENSG00000257918	antisense	AC079385.3
ENSG00000260329	antisense	AC007541.1
ENSG00000257548	antisense	AC078929.1
ENSG00000257579	antisense	AC007540.1
ENSG00000258136	antisense	AC007622.2
ENSG00000257141	lincRNA	AC126177.2
ENSG00000274395	lincRNA	AC126177.8
ENSG00000257398	lincRNA	AC126177.4
ENSG00000247213	antisense	LINC01498
ENSG00000257221	antisense	AC007569.1
ENSG00000280110	TEC	AC087893.2
ENSG00000279630	TEC	AC190387.1
ENSG00000256262	antisense	USP30-AS1
ENSG00000256139	sense_overlapping	AC007637.1
ENSG00000256560	lincRNA	LINC01486
ENSG00000255655	antisense	AC007570.1
ENSG00000255650	antisense	FAM222A-AS1
ENSG00000249094	lincRNA	AC007834.1
ENSG00000277299	antisense	AC084876.1
ENSG00000280426	TEC	AC084876.2
ENSG00000279360	TEC	AC007546.2
ENSG00000258210	processed_transcript	AC144548.1
ENSG00000278993	TEC	AC002350.1
ENSG00000279925	TEC	AC144522.1
ENSG00000257268	lincRNA	AC002375.1
ENSG00000185847	lincRNA	LINC01405
ENSG00000258240	lincRNA	AC002351.1
ENSG00000257595	lincRNA	LINC02356
ENSG00000258099	antisense	ATXN2-AS
ENSG00000234608	lincRNA	MAPKAPK5-AS1
ENSG00000274227	antisense	AC073575.2
ENSG00000258323	antisense	AC073575.1
ENSG00000257494	antisense	AC004217.1
ENSG00000257452	antisense	AC004551.1
ENSG00000257286	antisense	AC089999.1
ENSG00000257935	antisense	LHX5-AS1
ENSG00000249550	lincRNA	LINC01234
ENSG00000257359	antisense	AC073863.1
ENSG00000257603	lincRNA	AC010183.1
ENSG00000257997	lincRNA	AC010183.2
ENSG00000257476	lincRNA	LINC02459
ENSG00000255399	antisense	TBX5-AS1
ENSG00000258254	lincRNA	AC010177.1
ENSG00000257817	lincRNA	AC026765.2
ENSG00000257517	lincRNA	AC026765.1
ENSG00000283459	lincRNA	AC009804.2
ENSG00000257958	lincRNA	AC008125.1
ENSG00000257519	lincRNA	AC078880.1
ENSG00000271579	lincRNA	AC078880.3
ENSG00000276308	lincRNA	AC078880.4
ENSG00000276972	lincRNA	AC078880.5
ENSG00000257726	lincRNA	AC078880.2
ENSG00000258108	lincRNA	AC009803.2
ENSG00000258280	lincRNA	AC009803.3
ENSG00000257407	lincRNA	AC009803.1
ENSG00000257781	lincRNA	AC009387.1
ENSG00000257683	lincRNA	LINC02463
ENSG00000258034	antisense	AC012157.1
ENSG00000258346	lincRNA	AC079384.1
ENSG00000258018	lincRNA	LINC02457
ENSG00000196668	processed_transcript	LINC00173
ENSG00000275898	lincRNA	AC125603.4
ENSG00000258249	lincRNA	AC125603.3
ENSG00000257883	lincRNA	AC125603.2
ENSG00000257654	lincRNA	AC125603.1
ENSG00000275467	lincRNA	AC083806.3
ENSG00000274554	antisense	AC083806.2
ENSG00000257279	antisense	AC127164.1
ENSG00000258285	lincRNA	TESC-AS1
ENSG00000255686	lincRNA	AC073864.1
ENSG00000256071	antisense	AC084291.1
ENSG00000277873	antisense	AC131159.2
ENSG00000276292	antisense	AC131159.1
ENSG00000274859	antisense	AC131238.1
ENSG00000270482	lincRNA	AC026367.1
ENSG00000275759	lincRNA	AC026367.3
ENSG00000275409	lincRNA	AC026367.2
ENSG00000255714	lincRNA	LINC02460
ENSG00000256750	lincRNA	LINC02423
ENSG00000255618	lincRNA	LINC02440
ENSG00000255814	lincRNA	LINC02439
ENSG00000256149	lincRNA	AC087863.1
ENSG00000257095	antisense	AC084361.1
ENSG00000256884	antisense	AC084880.4
ENSG00000256609	antisense	AC084880.3
ENSG00000256311	antisense	AC084880.2
ENSG00000281196	lincRNA	LINC00934
ENSG00000248636	lincRNA	AC002070.1
ENSG00000255692	antisense	AC002563.1
ENSG00000277283	antisense	AC004812.2
ENSG00000255857	antisense	PXN-AS1
ENSG00000275936	antisense	AC004263.1
ENSG00000256695	lincRNA	AC003982.1
ENSG00000248008	antisense	NRAV
ENSG00000278344	lincRNA	AC063943.1
ENSG00000256008	antisense	AC125616.1
ENSG00000256364	antisense	AC069234.2
ENSG00000277423	lincRNA	AC069234.5
ENSG00000276188	lincRNA	AC069234.4
ENSG00000256569	antisense	AC069234.3
ENSG00000255946	antisense	AC069234.1
ENSG00000241388	processed_transcript	HNF1A-AS1
ENSG00000279001	TEC	AC079602.3
ENSG00000274029	lincRNA	AC069209.1
ENSG00000258435	lincRNA	AC048337.1
ENSG00000256742	lincRNA	AC145422.1
ENSG00000212694	lincRNA	LINC01089
ENSG00000272849	lincRNA	AC084018.1
ENSG00000274292	lincRNA	AC084018.2
ENSG00000256811	antisense	AC079360.1
ENSG00000278084	lincRNA	AC069503.3
ENSG00000255856	lincRNA	AC069503.1
ENSG00000256546	processed_transcript	AC156455.1
ENSG00000257097	lincRNA	CLIP1-AS1
ENSG00000275265	lincRNA	AC127002.1
ENSG00000274191	lincRNA	AC026333.4
ENSG00000256249	lincRNA	AC026333.3
ENSG00000256152	lincRNA	AC027290.1
ENSG00000280138	TEC	AC027290.2
ENSG00000256028	processed_transcript	AC026362.1
ENSG00000251497	lincRNA	PITPNM2-AS1
ENSG00000280381	TEC	AC026362.2
ENSG00000280120	TEC	AC073857.1
ENSG00000235423	antisense	AC068768.1
ENSG00000269980	antisense	AC068768.2
ENSG00000256092	lincRNA	AC137767.1
ENSG00000247373	lincRNA	AC055713.1
ENSG00000279953	TEC	AC117503.3
ENSG00000278861	TEC	AC117503.2
ENSG00000255839	lincRNA	AC117503.1
ENSG00000280300	TEC	AC117503.4
ENSG00000250091	antisense	DNAH10OS
ENSG00000275389	lincRNA	AC068790.9
ENSG00000256596	lincRNA	AC026358.1
ENSG00000214650	lincRNA	AC073592.1
ENSG00000279527	TEC	AC073592.7
ENSG00000279071	TEC	AC073592.3
ENSG00000280354	TEC	AC073592.9
ENSG00000279121	TEC	AC073592.5
ENSG00000279334	TEC	AC073592.6
ENSG00000280097	TEC	AC073592.8
ENSG00000278973	TEC	AC073592.2
ENSG00000280444	TEC	AC073592.10
ENSG00000279087	TEC	AC073592.4
ENSG00000279931	TEC	AC073593.1
ENSG00000280634	antisense	THRIL
ENSG00000279233	TEC	AC122688.3
ENSG00000256814	lincRNA	AC122688.2
ENSG00000280117	TEC	AC122688.4
ENSG00000279462	TEC	AC093028.1
ENSG00000280125	TEC	AC005252.2
ENSG00000280415	TEC	AC005252.3
ENSG00000249267	lincRNA	LINC00939
ENSG00000275212	lincRNA	AC005186.1
ENSG00000284848	lincRNA	LINC02359
ENSG00000280364	TEC	AC005858.2
ENSG00000280398	TEC	AC005858.3
ENSG00000280272	TEC	AC005858.1
ENSG00000255595	processed_transcript	AC007368.1
ENSG00000256494	lincRNA	AC007368.2
ENSG00000214043	lincRNA	LINC02347
ENSG00000256732	lincRNA	AC006065.4
ENSG00000255944	lincRNA	AC006065.3
ENSG00000278866	TEC	AC006065.5
ENSG00000279171	TEC	AC006065.6
ENSG00000255998	lincRNA	AC069235.1
ENSG00000189238	lincRNA	LINC00943
ENSG00000256128	lincRNA	LINC00944
ENSG00000249873	lincRNA	LINC02372
ENSG00000256286	lincRNA	AC078878.2
ENSG00000249345	lincRNA	LINC02405
ENSG00000256001	lincRNA	AC079949.1
ENSG00000278266	lincRNA	AC079949.2
ENSG00000256292	lincRNA	LINC02376
ENSG00000256362	lincRNA	LINC02375
ENSG00000280024	TEC	AC048347.1
ENSG00000279952	TEC	AC068787.1
ENSG00000255945	lincRNA	AC025252.1
ENSG00000256022	lincRNA	LINC02411
ENSG00000256922	lincRNA	AC087894.2
ENSG00000279475	TEC	AC087894.3
ENSG00000256597	lincRNA	LINC02393
ENSG00000256193	lincRNA	LINC00507
ENSG00000256971	lincRNA	LINC00508
ENSG00000256643	lincRNA	LINC02441
ENSG00000256551	lincRNA	LINC02369
ENSG00000256659	lincRNA	LINC02368
ENSG00000276487	lincRNA	AC061709.1
ENSG00000279180	TEC	AC061709.2
ENSG00000279500	TEC	AC108704.2
ENSG00000274695	lincRNA	AC108704.1
ENSG00000249196	antisense	TMEM132D-AS1
ENSG00000256699	lincRNA	TMEM132D-AS2
ENSG00000280051	TEC	AC079456.1
ENSG00000256085	lincRNA	AC130404.1
ENSG00000256137	lincRNA	AC117373.1
ENSG00000280196	TEC	AC055717.3
ENSG00000251536	lincRNA	AC055717.1
ENSG00000261650	lincRNA	AC055717.2
ENSG00000214039	lincRNA	LINC02418
ENSG00000256298	lincRNA	AC135388.1
ENSG00000256906	lincRNA	LINC02419
ENSG00000279193	TEC	AC026336.4
ENSG00000276122	lincRNA	AC026336.3
ENSG00000250208	processed_transcript	FZD10-DT
ENSG00000280405	TEC	AC026336.5
ENSG00000259862	lincRNA	AC026336.2
ENSG00000279343	TEC	AC127071.1
ENSG00000279478	TEC	AC127071.2
ENSG00000256064	lincRNA	AC063926.1
ENSG00000279905	TEC	AC063926.3
ENSG00000279146	TEC	AC063926.2
ENSG00000256343	lincRNA	AC095350.1
ENSG00000279650	TEC	AC073912.3
ENSG00000256250	lincRNA	AC073912.1
ENSG00000256299	lincRNA	AC073912.2
ENSG00000279940	TEC	AC073862.3
ENSG00000279976	TEC	AC073862.4
ENSG00000280200	TEC	AC073862.5
ENSG00000256204	lincRNA	AC073862.1
ENSG00000279581	TEC	AC073862.2
ENSG00000280002	TEC	AC078925.4
ENSG00000256151	lincRNA	ADGRD1-AS1
ENSG00000279128	TEC	AC078925.2
ENSG00000279993	TEC	AC078925.3
ENSG00000256810	lincRNA	AC078925.1
ENSG00000204603	lincRNA	LINC01257
ENSG00000280217	TEC	AC126564.1
ENSG00000279746	TEC	AC092850.1
ENSG00000248703	lincRNA	LINC02415
ENSG00000230294	lincRNA	LINC02370
ENSG00000256484	lincRNA	AC140118.1
ENSG00000280319	TEC	AC073578.4
ENSG00000275232	lincRNA	AC073578.2
ENSG00000256209	lincRNA	AC073578.1
ENSG00000279388	TEC	AC073578.3
ENSG00000279455	TEC	AC117500.5
ENSG00000256258	lincRNA	AC117500.3
ENSG00000279153	TEC	AC117500.4
ENSG00000256424	lincRNA	LINC02414
ENSG00000249926	lincRNA	AC117500.1
ENSG00000255933	lincRNA	AC117500.2
ENSG00000256955	lincRNA	AC131009.2
ENSG00000279283	TEC	AC131009.4
ENSG00000255992	lincRNA	AC131009.1
ENSG00000257000	antisense	AC137590.1
ENSG00000274670	lincRNA	AC137590.2
ENSG00000279640	TEC	AC138466.5
ENSG00000276693	lincRNA	AC138466.3
ENSG00000256576	lincRNA	LINC02361
ENSG00000256312	lincRNA	AC138466.1
ENSG00000279480	TEC	AC138466.4
ENSG00000256943	antisense	AC148477.3
ENSG00000256542	antisense	AC148477.2
ENSG00000278872	TEC	AC148477.5
ENSG00000277011	lincRNA	AC148477.4
ENSG00000255916	antisense	AC148477.1
ENSG00000279113	TEC	AC148477.7
ENSG00000279704	TEC	AC148477.8
ENSG00000279023	TEC	AC148477.6
ENSG00000280150	TEC	AC148477.9
ENSG00000274373	lincRNA	AC148476.1
ENSG00000256783	lincRNA	AC079031.1
ENSG00000256875	lincRNA	AC079031.2
ENSG00000280287	TEC	AC131212.3
ENSG00000279700	TEC	AC131212.2
ENSG00000277186	lincRNA	AC131212.1
ENSG00000280311	TEC	AC131212.4
ENSG00000256632	processed_transcript	AC135586.2
ENSG00000278949	TEC	AC127070.4
ENSG00000236617	antisense	AC127070.1
ENSG00000250790	lincRNA	AC127070.2
ENSG00000246394	lincRNA	AC073911.1
ENSG00000279466	TEC	AC073911.2
ENSG00000279817	TEC	AC073911.3
ENSG00000271963	antisense	AC026786.2
ENSG00000279516	lincRNA	FAM230C
ENSG00000231238	lincRNA	LINC00349
ENSG00000229788	lincRNA	LINC00388
ENSG00000231914	lincRNA	LINC00387
ENSG00000226250	lincRNA	LINC00408
ENSG00000231358	lincRNA	AL355516.1
ENSG00000232685	antisense	LINC00442
ENSG00000226619	antisense	AL137001.1
ENSG00000232243	lincRNA	AL139327.2
ENSG00000236834	lincRNA	LINC00421
ENSG00000229791	lincRNA	AL356259.1
ENSG00000225316	lincRNA	LINC00350
ENSG00000226352	antisense	PSPC1-AS2
ENSG00000223576	antisense	AL355001.1
ENSG00000275964	lincRNA	AL355001.2
ENSG00000279951	TEC	AL138688.2
ENSG00000236076	lincRNA	LINC01072
ENSG00000260131	antisense	LINC00556
ENSG00000279065	TEC	AL138688.1
ENSG00000277020	antisense	AL590096.1
ENSG00000278291	antisense	AL161772.1
ENSG00000279135	TEC	AL512652.2
ENSG00000233851	antisense	LATS2-AS1
ENSG00000233405	lincRNA	LINC01046
ENSG00000224429	lincRNA	LINC00539
ENSG00000226722	lincRNA	LINC00424
ENSG00000276476	lincRNA	LINC00540
ENSG00000262619	lincRNA	LINC00621
ENSG00000262198	lincRNA	AL157931.1
ENSG00000283075	lincRNA	AL157931.2
ENSG00000229483	lincRNA	LINC00362
ENSG00000229558	lincRNA	SACS-AS1
ENSG00000232977	lincRNA	LINC00327
ENSG00000227893	lincRNA	LINC00352
ENSG00000205861	processed_transcript	PCOTH
ENSG00000228741	lincRNA	SPATA13
ENSG00000227213	antisense	SPATA13-AS1
ENSG00000240868	antisense	C1QTNF9-AS1
ENSG00000261498	lincRNA	LINC00566
ENSG00000243008	processed_transcript	AL359538.1
ENSG00000285806	lincRNA	AL391560.1
ENSG00000279695	TEC	AL359757.2
ENSG00000234056	lincRNA	LINC00463
ENSG00000238169	antisense	LINC01053
ENSG00000279550	TEC	AL359757.1
ENSG00000225105	lincRNA	LINC01076
ENSG00000260509	lincRNA	AL590787.1
ENSG00000231983	lincRNA	LINC00415
ENSG00000277368	antisense	AL138966.2
ENSG00000285929	lincRNA	AL353789.1
ENSG00000237001	antisense	WASF3-AS1
ENSG00000285935	antisense	AL159978.1
ENSG00000283579	lincRNA	AL160035.1
ENSG00000232162	antisense	USP12-AS1
ENSG00000230641	antisense	USP12-AS2
ENSG00000275294	lincRNA	LINC02340
ENSG00000234772	antisense	LINC00412
ENSG00000229609	lincRNA	LINC01079
ENSG00000273552	lincRNA	AL136439.1
ENSG00000247381	lincRNA	PLUT
ENSG00000260704	lincRNA	LINC00543
ENSG00000261485	antisense	PAN3-AS1
ENSG00000279393	TEC	AL139005.1
ENSG00000236758	antisense	MTUS2-AS2
ENSG00000179141	antisense	MTUS2-AS1
ENSG00000224329	lincRNA	LINC00297
ENSG00000224405	antisense	LINC00572
ENSG00000122043	lincRNA	LINC00544
ENSG00000266505	lincRNA	AL354674.1
ENSG00000224511	lincRNA	LINC00365
ENSG00000232117	lincRNA	LINC00384
ENSG00000232643	lincRNA	LINC00385
ENSG00000279499	TEC	AL157770.1
ENSG00000236463	lincRNA	LINC00427
ENSG00000238121	lincRNA	LINC00426
ENSG00000279149	TEC	AL356750.1
ENSG00000285773	lincRNA	AL161893.1
ENSG00000225039	lincRNA	LINC01058
ENSG00000285840	antisense	AL353648.1
ENSG00000237879	lincRNA	LINC00398
ENSG00000224743	antisense	TEX26-AS1
ENSG00000236094	lincRNA	LINC00545
ENSG00000238185	antisense	AL353680.1
ENSG00000230403	lincRNA	LINC01066
ENSG00000278305	lincRNA	AL161616.2
ENSG00000279314	TEC	AC002525.1
ENSG00000237637	antisense	FRY-AS1
ENSG00000270008	processed_transcript	AL137247.1
ENSG00000277151	lincRNA	AL138820.1
ENSG00000226968	lincRNA	LINC00423
ENSG00000236581	processed_transcript	STARD13-AS
ENSG00000227911	lincRNA	LINC02344
ENSG00000285621	antisense	AL138999.2
