gene_id	gene_type	gene_name
29765	ENSG00000105988	processed_pseudogene	NHP2P1
29766	ENSG00000199881	misc_RNA	RF00019
29767	ENSG00000198060	protein_coding	MARCH5
29768	ENSG00000202297	misc_RNA	RNY3P12
29769	ENSG00000232709	processed_pseudogene	MARK2P9
29770	ENSG00000119912	protein_coding	IDE
29771	ENSG00000138160	protein_coding	KIF11
29772	ENSG00000184111	processed_pseudogene	RPL11P4
29773	ENSG00000264313	misc_RNA	RN7SL644P
29774	ENSG00000236493	processed_pseudogene	EIF2S2P3
29775	ENSG00000152804	protein_coding	HHEX
29776	ENSG00000201412	misc_RNA	RF00019
29777	ENSG00000138190	protein_coding	EXOC6
29778	ENSG00000225118	processed_pseudogene	AL392103.1
29779	ENSG00000226425	antisense	AL358613.1
29780	ENSG00000187553	protein_coding	CYP26C1
29781	ENSG00000285846	processed_transcript	AL358613.3
29782	ENSG00000279607	lincRNA	AL358613.2
29783	ENSG00000095596	protein_coding	CYP26A1
29784	ENSG00000232805	processed_pseudogene	NIP7P1
29785	ENSG00000237417	processed_pseudogene	XRCC6P1
29786	ENSG00000213432	processed_pseudogene	RPL17P34
29787	ENSG00000138119	protein_coding	MYOF
29788	ENSG00000138180	protein_coding	CEP55
29789	ENSG00000212396	rRNA_pseudogene	RNA5SP323
29790	ENSG00000186188	protein_coding	FFAR4
29791	ENSG00000138207	protein_coding	RBP4
29792	ENSG00000095464	protein_coding	PDE6C
29793	ENSG00000148690	protein_coding	FRA10AC1
29794	ENSG00000108231	protein_coding	LGI1
29795	ENSG00000280660	sense_intronic	AL157396.1
29796	ENSG00000280485	antisense	AL358154.1
29797	ENSG00000227995	processed_pseudogene	RAB11AP1
29798	ENSG00000176273	protein_coding	SLC35G1
29799	ENSG00000180764	transcribed_processed_pseudogene	PIPSL
29800	ENSG00000138193	protein_coding	PLCE1
29801	ENSG00000232913	antisense	PLCE1-AS2
29802	ENSG00000231575	sense_intronic	AL139118.1
29803	ENSG00000234724	processed_pseudogene	HDAC1P1
29804	ENSG00000206631	snRNA	RNU6-657P
29805	ENSG00000228553	antisense	AL389885.1
29806	ENSG00000268894	antisense	PLCE1-AS1
29807	ENSG00000273450	antisense	AL139124.1
29808	ENSG00000173145	protein_coding	NOC3L
29809	ENSG00000108239	protein_coding	TBC1D12
29810	ENSG00000119969	protein_coding	HELLS
29811	ENSG00000244332	sense_overlapping	AL138759.1
29812	ENSG00000235746	processed_pseudogene	CTBP2P2
29813	ENSG00000108242	protein_coding	CYP2C18
29814	ENSG00000276490	protein_coding	AL583836.1
29815	ENSG00000165841	protein_coding	CYP2C19
29816	ENSG00000230338	processed_pseudogene	MTND4P19
29817	ENSG00000235199	processed_pseudogene	CYP2C58P
29818	ENSG00000225354	processed_pseudogene	RPL7AP52
29819	ENSG00000138109	protein_coding	CYP2C9
29820	ENSG00000233377	processed_pseudogene	MTND4P20
29821	ENSG00000228460	unprocessed_pseudogene	CYP2C59P
29822	ENSG00000260863	unprocessed_pseudogene	CYP2C60P
29823	ENSG00000237885	processed_pseudogene	AL359672.1
29824	ENSG00000138115	protein_coding	CYP2C8
29825	ENSG00000231829	lincRNA	AL157834.1
29826	ENSG00000274691	unprocessed_pseudogene	AL157834.3
29827	ENSG00000225533	processed_pseudogene	PAWRP1
29828	ENSG00000173124	protein_coding	ACSM6
29829	ENSG00000234026	antisense	AL157834.2
29830	ENSG00000107438	protein_coding	PDLIM1
29831	ENSG00000095637	protein_coding	SORBS1
29832	ENSG00000214362	processed_pseudogene	RPS3AP36
29833	ENSG00000059573	protein_coding	ALDH18A1
29834	ENSG00000119977	protein_coding	TCTN3
29835	ENSG00000138185	protein_coding	ENTPD1
29836	ENSG00000226688	antisense	ENTPD1-AS1
29837	ENSG00000240527	sense_intronic	AL365273.1
29838	ENSG00000270099	protein_coding	AL365273.2
29839	ENSG00000188649	protein_coding	CC2D2B
29840	ENSG00000227805	processed_pseudogene	RPL21P90
29841	ENSG00000107443	protein_coding	CCNJ
29842	ENSG00000266407	miRNA	MIR3157
29843	ENSG00000200728	snRNA	RNU6-271P
29844	ENSG00000177853	protein_coding	ZNF518A
29845	ENSG00000229417	processed_pseudogene	NPM1P25
29846	ENSG00000095585	protein_coding	BLNK
29847	ENSG00000229418	antisense	AL136181.1
29848	ENSG00000107447	protein_coding	DNTT
29849	ENSG00000197430	protein_coding	OPALIN
29850	ENSG00000095587	protein_coding	TLL2
29851	ENSG00000077147	protein_coding	TM9SF3
29852	ENSG00000235677	processed_pseudogene	NPM1P26
29853	ENSG00000155629	protein_coding	PIK3AP1
29854	ENSG00000202047	rRNA_pseudogene	RNA5SP324
29855	ENSG00000227032	processed_pseudogene	RPS2P36
29856	ENSG00000207287	snRNA	RNU6-1274P
29857	ENSG00000236552	processed_pseudogene	RPL13AP5
29858	ENSG00000207976	miRNA	MIR607
29859	ENSG00000196233	protein_coding	LCOR
29860	ENSG00000232875	processed_pseudogene	HMGN2P35
29861	ENSG00000187122	protein_coding	SLIT1
29862	ENSG00000234855	antisense	SLIT1-AS1
29863	ENSG00000269891	protein_coding	ARHGAP19-SLIT1
29864	ENSG00000213390	protein_coding	ARHGAP19
29865	ENSG00000231398	processed_pseudogene	AL359385.1
29866	ENSG00000277308	misc_RNA	RF00017
29867	ENSG00000237169	processed_pseudogene	RPL12P27
29868	ENSG00000165879	protein_coding	FRAT1
29869	ENSG00000181274	protein_coding	FRAT2
29870	ENSG00000225850	bidirectional_promoter_lncRNA	AL355490.1
29871	ENSG00000052749	protein_coding	RRP12
29872	ENSG00000231508	processed_pseudogene	RPL34P20
29873	ENSG00000231970	antisense	AL355490.2
29874	ENSG00000200737	misc_RNA	RF00019
29875	ENSG00000171314	protein_coding	PGAM1
29876	ENSG00000171311	protein_coding	EXOSC1
29877	ENSG00000171307	protein_coding	ZDHHC16
29878	ENSG00000155229	protein_coding	MMS19
29879	ENSG00000165886	protein_coding	UBTD1
29880	ENSG00000165887	protein_coding	ANKRD2
29881	ENSG00000241935	protein_coding	HOGA1
29882	ENSG00000249967	protein_coding	AL355315.1
29883	ENSG00000203942	protein_coding	C10orf62
29884	ENSG00000171160	protein_coding	MORN4
29885	ENSG00000155252	protein_coding	PI4K2A
29886	ENSG00000119986	protein_coding	AVPI1
29887	ENSG00000155254	protein_coding	MARVELD1
29888	ENSG00000155256	protein_coding	ZFYVE27
29889	ENSG00000120057	protein_coding	SFRP5
29890	ENSG00000227356	lincRNA	LINC00866
29891	ENSG00000155265	protein_coding	GOLGA7B
29892	ENSG00000095713	protein_coding	CRTAC1
29893	ENSG00000278752	misc_RNA	AL355301.1
29894	ENSG00000166024	protein_coding	R3HCC1L
29895	ENSG00000138131	protein_coding	LOXL4
29896	ENSG00000230928	antisense	AL139241.1
29897	ENSG00000119943	protein_coding	PYROXD2
29898	ENSG00000284415	miRNA	MIR1287
29899	ENSG00000107521	protein_coding	HPS1
29900	ENSG00000264610	miRNA	MIR4685
29901	ENSG00000172987	protein_coding	HPSE2
29902	ENSG00000274056	miRNA	MIR6507
29903	ENSG00000236818	processed_pseudogene	ARL5AP2
29904	ENSG00000234109	processed_pseudogene	RPL7P36
29905	ENSG00000119946	protein_coding	CNNM1
29906	ENSG00000120053	protein_coding	GOT1
29907	ENSG00000224934	bidirectional_promoter_lncRNA	AL391684.1
29908	ENSG00000257582	lincRNA	LINC01475
29909	ENSG00000228778	lincRNA	AL513542.1
29910	ENSG00000119919	protein_coding	NKX2-3
29911	ENSG00000155287	protein_coding	SLC25A28
29912	ENSG00000260475	lincRNA	AL353719.1
29913	ENSG00000229278	bidirectional_promoter_lncRNA	AL133353.1
29914	ENSG00000285932	protein_coding	AL133353.2
29915	ENSG00000198018	protein_coding	ENTPD7
29916	ENSG00000233690	processed_pseudogene	EBAG9P1
29917	ENSG00000119929	protein_coding	CUTC
29918	ENSG00000014919	protein_coding	COX15
29919	ENSG00000023839	protein_coding	ABCC2
29920	ENSG00000227351	processed_pseudogene	NANOGP6
29921	ENSG00000107554	protein_coding	DNMBP
29922	ENSG00000227695	antisense	DNMBP-AS1
29923	ENSG00000120054	protein_coding	CPN1
29924	ENSG00000283232	unitary_pseudogene	CYP2C23P
29925	ENSG00000232230	processed_pseudogene	TPM4P1
29926	ENSG00000270623	processed_pseudogene	SPCS2P2
29927	ENSG00000107566	protein_coding	ERLIN1
29928	ENSG00000213341	protein_coding	CHUK
29929	ENSG00000236308	antisense	AL138921.2
29930	ENSG00000227492	antisense	AL138921.1
29931	ENSG00000095485	protein_coding	CWF19L1
29932	ENSG00000212464	snoRNA	SNORA12
29933	ENSG00000230224	processed_pseudogene	PHBP9
29934	ENSG00000207362	snRNA	RNU6-422P
29935	ENSG00000196072	protein_coding	BLOC1S2
29936	ENSG00000107593	protein_coding	PKD2L1
29937	ENSG00000231188	antisense	AL139819.1
29938	ENSG00000099194	protein_coding	SCD
29939	ENSG00000235823	lincRNA	OLMALINC
29940	ENSG00000212325	misc_RNA	RF00019
29941	ENSG00000075290	protein_coding	WNT8B
29942	ENSG00000075826	protein_coding	SEC31B
29943	ENSG00000255339	protein_coding	AL133352.1
29944	ENSG00000166136	protein_coding	NDUFB8
29945	ENSG00000166135	protein_coding	HIF1AN
29946	ENSG00000274660	misc_RNA	RF00017
29947	ENSG00000075891	protein_coding	PAX2
29948	ENSG00000222072	misc_RNA	RF00019
29949	ENSG00000272572	antisense	AL138762.1
29950	ENSG00000119906	protein_coding	SLF2
29951	ENSG00000273476	lincRNA	AL133215.3
29952	ENSG00000055950	protein_coding	MRPL43
29953	ENSG00000095539	protein_coding	SEMA4G
29954	ENSG00000207551	miRNA	MIR608
29955	ENSG00000236662	antisense	AL133215.1
29956	ENSG00000107815	protein_coding	TWNK
29957	ENSG00000107816	protein_coding	LZTS2
29958	ENSG00000186862	protein_coding	PDZD7
29959	ENSG00000107819	protein_coding	SFXN3
29960	ENSG00000273162	lincRNA	AL133215.2
29961	ENSG00000107821	protein_coding	KAZALD1
29962	ENSG00000236311	lincRNA	TLX1NB
29963	ENSG00000107807	protein_coding	TLX1
29964	ENSG00000237579	lincRNA	LINC01514
29965	ENSG00000270973	processed_pseudogene	SMARCE1P7
29966	ENSG00000138136	protein_coding	LBX1
29967	ENSG00000227128	processed_transcript	LBX1-AS1
29968	ENSG00000229649	lincRNA	AL133387.2
29969	ENSG00000222238	snRNA	RNU2-43P
29970	ENSG00000225208	lincRNA	AL133387.1
29971	ENSG00000230967	lincRNA	AL133387.3
29972	ENSG00000166167	protein_coding	BTRC
29973	ENSG00000222414	snRNA	RNU2-59P
29974	ENSG00000166171	protein_coding	DPCD
29975	ENSG00000166169	protein_coding	POLL
29976	ENSG00000283558	miRNA	MIR3158-2
29977	ENSG00000263436	miRNA	MIR3158-1
29978	ENSG00000107829	protein_coding	FBXW4
29979	ENSG00000222051	snRNA	RNU6-1165P
29980	ENSG00000224817	lincRNA	AC010789.1
29981	ENSG00000107831	protein_coding	FGF8
29982	ENSG00000107833	protein_coding	NPM3
29983	ENSG00000198408	protein_coding	OGA
29984	ENSG00000226009	antisense	KCNIP2-AS1
29985	ENSG00000120049	protein_coding	KCNIP2
29986	ENSG00000120029	protein_coding	ARMH3
29987	ENSG00000274742	misc_RNA	RF00017
29988	ENSG00000222430	misc_RNA	RF00019
29989	ENSG00000166189	protein_coding	HPS6
29990	ENSG00000224302	processed_pseudogene	AL500527.1
29991	ENSG00000229629	processed_pseudogene	AL500527.2
29992	ENSG00000198728	protein_coding	LDB1
29993	ENSG00000148840	protein_coding	PPRC1
29994	ENSG00000166197	protein_coding	NOLC1
29995	ENSG00000119915	protein_coding	ELOVL3
29996	ENSG00000107859	protein_coding	PITX3
29997	ENSG00000107862	protein_coding	GBF1
29998	ENSG00000077150	protein_coding	NFKB2
29999	ENSG00000059915	protein_coding	PSD
30000	ENSG00000107872	protein_coding	FBXL15
30001	ENSG00000107874	protein_coding	CUEDC2
30002	ENSG00000202569	miRNA	MIR146B
30003	ENSG00000269609	processed_transcript	RPARP-AS1
30004	ENSG00000120055	protein_coding	C10orf95
30005	ENSG00000138111	protein_coding	MFSD13A
30006	ENSG00000138107	protein_coding	ACTR1A
30007	ENSG00000273262	antisense	AL121928.1
30008	ENSG00000107882	protein_coding	SUFU
30009	ENSG00000228657	processed_pseudogene	RPL23AP58
30010	ENSG00000207029	snRNA	RNU6-43P
30011	ENSG00000171206	protein_coding	TRIM8
30012	ENSG00000272933	lincRNA	AL391121.1
30013	ENSG00000138175	protein_coding	ARL3
30014	ENSG00000156398	protein_coding	SFXN2
30015	ENSG00000166272	protein_coding	WBP1L
30016	ENSG00000252994	snRNA	RNU6-1231P
30017	ENSG00000148795	protein_coding	CYP17A1
30018	ENSG00000213061	processed_pseudogene	PFN1P11
30019	ENSG00000236937	processed_pseudogene	PTGES3P4
30020	ENSG00000282772	antisense	AL358790.1
30021	ENSG00000166275	protein_coding	BORCS7
30022	ENSG00000270316	protein_coding	BORCS7-ASMT
30023	ENSG00000283337	snRNA	RF00026
30024	ENSG00000214435	protein_coding	AS3MT
30025	ENSG00000235266	processed_pseudogene	RPL22P17
30026	ENSG00000272912	lincRNA	AL356608.1
30027	ENSG00000148842	protein_coding	CNNM2
30028	ENSG00000278498	misc_RNA	RF02271
30029	ENSG00000076685	protein_coding	NT5C2
30030	ENSG00000237827	processed_pseudogene	RPS15AP29
30031	ENSG00000213277	processed_pseudogene	MARCKSL1P1
30032	ENSG00000229256	processed_pseudogene	ST13P13
30033	ENSG00000235376	protein_coding	RPEL1
30034	ENSG00000148798	protein_coding	INA
30035	ENSG00000156374	protein_coding	PCGF6
30036	ENSG00000212413	snRNA	RNU11-3P
30037	ENSG00000148835	protein_coding	TAF5
30038	ENSG00000173915	protein_coding	ATP5MD
30039	ENSG00000283867	miRNA	MIR1307
30040	ENSG00000148843	protein_coding	PDCD11
30041	ENSG00000138172	protein_coding	CALHM2
30042	ENSG00000273485	antisense	AL139339.2
30043	ENSG00000234699	antisense	AL139339.1
30044	ENSG00000185933	protein_coding	CALHM1
30045	ENSG00000183128	protein_coding	CALHM3
30046	ENSG00000235470	antisense	NEURL1-AS1
30047	ENSG00000107954	protein_coding	NEURL1
30048	ENSG00000226431	sense_intronic	AL121929.1
30049	ENSG00000107957	protein_coding	SH3PXD2A
30050	ENSG00000273108	antisense	AL121929.2
30051	ENSG00000222503	misc_RNA	RF00019
30052	ENSG00000280693	antisense	SH3PXD2A-AS1
30053	ENSG00000260461	sense_overlapping	AL133355.1
30054	ENSG00000107960	protein_coding	STN1
30055	ENSG00000065613	protein_coding	SLK
30056	ENSG00000266754	misc_RNA	RN7SL524P
30057	ENSG00000065618	protein_coding	COL17A1
30058	ENSG00000283788	miRNA	MIR936
30059	ENSG00000156384	protein_coding	SFR1
30060	ENSG00000197748	protein_coding	CFAP43
30061	ENSG00000208033	miRNA	MIR609
30062	ENSG00000148834	protein_coding	GSTO1
30063	ENSG00000266852	miRNA	MIR4482
30064	ENSG00000065621	protein_coding	GSTO2
30065	ENSG00000148841	protein_coding	ITPRIP
30066	ENSG00000270075	antisense	AL162742.2
30067	ENSG00000228261	lincRNA	AL162742.1
30068	ENSG00000231233	antisense	CFAP58-DT
30069	ENSG00000120051	protein_coding	CFAP58
30070	ENSG00000225768	lincRNA	AL161646.1
30071	ENSG00000237761	lincRNA	AL161646.2
30072	ENSG00000156395	protein_coding	SORCS3
30073	ENSG00000226387	antisense	SORCS3-AS1
30074	ENSG00000207068	snRNA	RNU6-463P
30075	ENSG00000233477	processed_pseudogene	PPIAP38
30076	ENSG00000213260	processed_pseudogene	YWHAZP5
30077	ENSG00000229466	lincRNA	AL731574.1
30078	ENSG00000229775	lincRNA	AL353148.1
30079	ENSG00000215002	processed_pseudogene	RPL23AP59
30080	ENSG00000108018	protein_coding	SORCS1
30081	ENSG00000200626	rRNA_pseudogene	RNA5SP325
30082	ENSG00000200079	rRNA_pseudogene	RNA5SP326
30083	ENSG00000229981	lincRNA	LINC01435
30084	ENSG00000234544	processed_pseudogene	PTGES3P5
30085	ENSG00000203434	lincRNA	AL353740.1
30086	ENSG00000223381	lincRNA	AL356476.1
30087	ENSG00000224498	processed_pseudogene	MAPKAPK5P1
30088	ENSG00000222436	misc_RNA	RN7SKP278
30089	ENSG00000252574	snRNA	RNU5B-6P
30090	ENSG00000200217	snRNA	RNU6-839P
30091	ENSG00000232728	processed_pseudogene	PHB2P1
30092	ENSG00000237242	processed_pseudogene	BTF3P15
30093	ENSG00000270333	processed_pseudogene	AL390123.1
30094	ENSG00000270294	processed_pseudogene	XIAPP1
30095	ENSG00000224907	processed_pseudogene	RPL21P91
30096	ENSG00000108039	protein_coding	XPNPEP1
30097	ENSG00000272160	snRNA	RNU4-5P
30098	ENSG00000203876	processed_transcript	ADD3-AS1
30099	ENSG00000148700	protein_coding	ADD3
30100	ENSG00000226734	processed_pseudogene	SNRPGP12
30101	ENSG00000119950	protein_coding	MXI1
30102	ENSG00000228417	antisense	AL360182.2
30103	ENSG00000214067	processed_pseudogene	AL360182.1
30104	ENSG00000119953	protein_coding	SMNDC1
30105	ENSG00000273143	lincRNA	AL355512.1
30106	ENSG00000237642	processed_pseudogene	HMGB3P5
30107	ENSG00000138166	protein_coding	DUSP5
30108	ENSG00000233518	processed_pseudogene	RPL7P35
30109	ENSG00000108055	protein_coding	SMC3
30110	ENSG00000223302	misc_RNA	RF00019
30111	ENSG00000203867	protein_coding	RBM20
30112	ENSG00000252036	misc_RNA	RN7SKP288
30113	ENSG00000199364	rRNA_pseudogene	RNA5SP327
30114	ENSG00000232470	lincRNA	AL136368.1
30115	ENSG00000203497	antisense	PDCD4-AS1
30116	ENSG00000150593	protein_coding	PDCD4
30117	ENSG00000284482	miRNA	MIR4680
30118	ENSG00000214413	protein_coding	BBIP1
30119	ENSG00000278601	antisense	AL158163.2
30120	ENSG00000270589	antisense	AL158163.1
30121	ENSG00000108061	protein_coding	SHOC2
30122	ENSG00000234118	processed_pseudogene	RPL13AP6
30123	ENSG00000221214	miRNA	MIR548E
30124	ENSG00000150594	protein_coding	ADRA2A
30125	ENSG00000213247	processed_pseudogene	AL355863.1
30126	ENSG00000237618	processed_pseudogene	BTBD7P2
30127	ENSG00000227851	lincRNA	AC021035.1
30128	ENSG00000230809	processed_pseudogene	RPS6P15
30129	ENSG00000119927	protein_coding	GPAM
30130	ENSG00000119913	protein_coding	TECTB
30131	ENSG00000283688	miRNA	MIR6715B
30132	ENSG00000276857	miRNA	MIR6715A
30133	ENSG00000243316	transcribed_unitary_pseudogene	GUCY2GP
30134	ENSG00000197142	protein_coding	ACSL5
30135	ENSG00000232934	antisense	AL157786.1
30136	ENSG00000023041	protein_coding	ZDHHC6
30137	ENSG00000151532	protein_coding	VTI1A
30138	ENSG00000234017	processed_pseudogene	AC022018.1
30139	ENSG00000264763	miRNA	MIR4295
30140	ENSG00000233340	antisense	AL139120.1
30141	ENSG00000285676	antisense	AL158212.5
30142	ENSG00000260917	sense_overlapping	AL158212.3
30143	ENSG00000279315	TEC	AL158212.4
30144	ENSG00000225292	sense_intronic	AL158212.1
30145	ENSG00000148737	protein_coding	TCF7L2
30146	ENSG00000233547	antisense	AL158212.2
30147	ENSG00000227560	processed_pseudogene	RPS15AP30
30148	ENSG00000238380	snRNA	RNU7-165P
30149	ENSG00000230018	processed_pseudogene	PPIAP39
30150	ENSG00000148702	protein_coding	HABP2
30151	ENSG00000197893	protein_coding	NRAP
30152	ENSG00000165806	protein_coding	CASP7
30153	ENSG00000234393	antisense	AL592546.1
30154	ENSG00000148735	protein_coding	PLEKHS1
30155	ENSG00000283656	miRNA	MIR4483
30156	ENSG00000212589	snoRNA	RF00560
30157	ENSG00000198924	protein_coding	DCLRE1A
30158	ENSG00000196865	protein_coding	NHLRC2
30159	ENSG00000043591	protein_coding	ADRB1
30160	ENSG00000285540	lincRNA	AC022023.1
30161	ENSG00000253066	snRNA	RNU6-709P
30162	ENSG00000226582	processed_pseudogene	UBE2V1P5
30163	ENSG00000165813	protein_coding	CCDC186
30164	ENSG00000273904	ribozyme	RF02277
30165	ENSG00000284442	miRNA	MIR2110
30166	ENSG00000095627	protein_coding	TDRD1
30167	ENSG00000165816	protein_coding	VWA2
30168	ENSG00000230165	processed_pseudogene	AURKAP2
30169	ENSG00000275024	antisense	AC005383.1
30170	ENSG00000169129	protein_coding	AFAP1L2
30171	ENSG00000242912	misc_RNA	RN7SL384P
30172	ENSG00000279796	TEC	AL133384.2
30173	ENSG00000099204	protein_coding	ABLIM1
30174	ENSG00000229668	processed_pseudogene	AL133384.1
30175	ENSG00000228169	processed_pseudogene	PPIAP19
30176	ENSG00000228484	lincRNA	AL137025.1
30177	ENSG00000215760	processed_pseudogene	TAF9BP2
30178	ENSG00000151553	protein_coding	FAM160B1
30179	ENSG00000226428	processed_pseudogene	RPL15P13
30180	ENSG00000165832	protein_coding	TRUB1
30181	ENSG00000252611	snRNA	RNU6-1121P
30182	ENSG00000236799	lincRNA	AL355340.1
30183	ENSG00000107518	protein_coding	ATRNL1
30184	ENSG00000285582	antisense	AC016042.1
30185	ENSG00000270965	processed_pseudogene	NTAN1P1
30186	ENSG00000151892	protein_coding	GFRA1
30187	ENSG00000285587	bidirectional_promoter_lncRNA	AC012470.1
30188	ENSG00000182645	protein_coding	CCDC172
30189	ENSG00000205433	processed_pseudogene	SNRPGP6
30190	ENSG00000203837	protein_coding	PNLIPRP3
30191	ENSG00000227096	processed_pseudogene	HMGB3P8
30192	ENSG00000200935	snRNA	RNU6-1090P
30193	ENSG00000175535	protein_coding	PNLIP
30194	ENSG00000232091	unprocessed_pseudogene	PNLIPP1
30195	ENSG00000187021	protein_coding	PNLIPRP1
30196	ENSG00000266200	polymorphic_pseudogene	PNLIPRP2
30197	ENSG00000165863	protein_coding	C10orf82
30198	ENSG00000232767	antisense	AC016825.1
30199	ENSG00000165868	protein_coding	HSPA12A
30200	ENSG00000228195	processed_pseudogene	RPL5P27
30201	ENSG00000188316	protein_coding	ENO4
30202	ENSG00000187164	protein_coding	SHTN1
